dataset,modelo,instance,time_milp,len_milp,time_milp_relaxed,len_milp_relaxed
iris,model_1layers_20neurons.h5,80,0.043163776397705,4,"[0.03442096710205078, 0.0371706485748291, 0.03200173377990723, 0.03935647010803223, 0.029929399490356445, 0.02786540985107422, 0.034235239028930664, 0.03651785850524902, 0.03841829299926758, 0.03808236122131348]","[0, 0, 0, 0, 0, 0, 1, 4, 4, 4]"
iris,model_1layers_20neurons.h5,81,0.0476489067077636,3,"[0.03503251075744629, 0.04875302314758301, 0.03476428985595703, 0.043692588806152344, 0.038025856018066406, 0.03723621368408203, 0.03056645393371582, 0.04124021530151367, 0.034631967544555664, 0.03708362579345703]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,82,0.0414140224456787,3,"[0.028512001037597656, 0.03301548957824707, 0.03897666931152344, 0.037933349609375, 0.03114795684814453, 0.03421306610107422, 0.030147075653076172, 0.03477787971496582, 0.035892486572265625, 0.03606700897216797]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,83,0.0446078777313232,3,"[0.033991336822509766, 0.0340580940246582, 0.0364079475402832, 0.04094719886779785, 0.03945755958557129, 0.03497910499572754, 0.038179636001586914, 0.046025991439819336, 0.05725741386413574, 0.051584482192993164]","[0, 0, 0, 0, 1, 2, 3, 3, 3, 3]"
iris,model_1layers_20neurons.h5,84,0.0411376953125,4,"[0.032071590423583984, 0.035395145416259766, 0.03058910369873047, 0.03975939750671387, 0.03213810920715332, 0.03193545341491699, 0.03390979766845703, 0.040192365646362305, 0.04070281982421875, 0.038197994232177734]","[0, 0, 0, 0, 0, 1, 2, 4, 4, 4]"
iris,model_1layers_20neurons.h5,85,0.2473292350769043,3,"[0.03295540809631348, 0.029080629348754883, 0.030991077423095703, 0.03434491157531738, 0.034833669662475586, 0.03258037567138672, 0.03217148780822754, 0.034101009368896484, 0.03663301467895508, 0.043567657470703125]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
iris,model_1layers_20neurons.h5,86,0.0558226108551025,3,"[0.030390024185180664, 0.02734851837158203, 0.03019571304321289, 0.030062198638916016, 0.03181314468383789, 0.03541278839111328, 0.047512054443359375, 0.05046415328979492, 0.05085134506225586, 0.05249953269958496]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 3]"
iris,model_1layers_20neurons.h5,87,0.0375103950500488,3,"[0.03600883483886719, 0.03140592575073242, 0.031171083450317383, 0.028685569763183594, 0.027779102325439453, 0.031213998794555664, 0.03130292892456055, 0.04841160774230957, 0.046002864837646484, 0.04764413833618164]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 3]"
iris,model_1layers_20neurons.h5,88,0.0394439697265625,3,"[0.0289456844329834, 0.031848907470703125, 0.028833389282226562, 0.02989935874938965, 0.027024030685424805, 0.03110480308532715, 0.030066251754760742, 0.03711342811584473, 0.038667917251586914, 0.03753781318664551]","[0, 0, 0, 0, 0, 0, 0, 2, 3, 3]"
iris,model_1layers_20neurons.h5,89,0.0397889614105224,4,"[0.032881975173950195, 0.031247854232788086, 0.033051252365112305, 0.030837297439575195, 0.036416053771972656, 0.036685943603515625, 0.041016578674316406, 0.04100775718688965, 0.04488015174865723, 0.0419468879699707]","[0, 0, 0, 0, 2, 4, 4, 4, 4, 4]"
iris,model_1layers_20neurons.h5,90,0.0489811897277832,3,"[0.029917478561401367, 0.03517580032348633, 0.0331263542175293, 0.0393979549407959, 0.036683082580566406, 0.03494691848754883, 0.035074710845947266, 0.04454302787780762, 0.04584074020385742, 0.053061723709106445]","[0, 0, 0, 1, 2, 2, 2, 3, 3, 3]"
